Transaction ID,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Year,Month
493,CUST493,Male,41,Beauty,2,25,50,2023,November
494,CUST494,Female,42,Beauty,4,50,200,2023,September
495,CUST495,Male,24,Beauty,2,30,60,2023,July
496,CUST496,Male,23,Clothing,2,300,600,2023,December
497,CUST497,Male,41,Clothing,4,30,120,2023,October
498,CUST498,Female,50,Clothing,4,25,100,2023,June
499,CUST499,Male,46,Beauty,2,30,60,2023,January
500,CUST500,Female,60,Beauty,4,25,100,2023,March
501,CUST501,Male,39,Electronics,2,30,60,2023,May
502,CUST502,Male,43,Electronics,3,50,150,2023,April
503,CUST503,Male,45,Beauty,4,500,2000,2023,October
504,CUST504,Female,38,Beauty,3,50,150,2023,May
505,CUST505,Male,24,Beauty,1,50,50,2023,January
506,CUST506,Male,34,Beauty,3,500,1500,2023,February
507,CUST507,Female,37,Electronics,3,500,1500,2023,November
508,CUST508,Male,58,Beauty,2,300,600,2023,August
509,CUST509,Female,37,Electronics,3,300,900,2023,June
510,CUST510,Female,39,Beauty,4,50,200,2023,June
511,CUST511,Male,45,Beauty,2,50,100,2023,August
512,CUST512,Female,57,Beauty,1,25,25,2023,November
513,CUST513,Male,24,Electronics,4,25,100,2023,September
514,CUST514,Female,18,Electronics,1,300,300,2023,March
515,CUST515,Female,49,Clothing,3,300,900,2023,July
516,CUST516,Male,30,Beauty,4,25,100,2023,October
517,CUST517,Female,47,Clothing,4,25,100,2023,April
518,CUST518,Female,40,Clothing,1,30,30,2023,May
519,CUST519,Female,36,Electronics,4,30,120,2023,January
520,CUST520,Female,49,Electronics,4,25,100,2023,December
521,CUST521,Female,47,Clothing,4,30,120,2023,August
522,CUST522,Male,46,Beauty,3,500,1500,2023,January
523,CUST523,Female,62,Electronics,1,300,300,2023,September
524,CUST524,Male,46,Beauty,4,300,1200,2023,October
525,CUST525,Female,47,Beauty,2,25,50,2023,December
526,CUST526,Male,33,Clothing,2,50,100,2023,December
527,CUST527,Male,57,Clothing,2,25,50,2023,April
528,CUST528,Female,36,Clothing,2,30,60,2023,July
529,CUST529,Female,35,Clothing,3,50,150,2023,August
530,CUST530,Female,18,Electronics,4,30,120,2023,February
531,CUST531,Male,31,Electronics,1,500,500,2023,December
532,CUST532,Female,64,Clothing,4,30,120,2023,June
533,CUST533,Male,19,Electronics,3,500,1500,2023,November
534,CUST534,Male,45,Clothing,2,500,1000,2023,June
535,CUST535,Male,47,Beauty,3,30,90,2023,December
536,CUST536,Female,55,Beauty,4,30,120,2023,March
537,CUST537,Female,21,Beauty,1,500,500,2023,June
538,CUST538,Male,18,Clothing,3,50,150,2023,September
539,CUST539,Male,25,Beauty,1,500,500,2023,June
540,CUST540,Female,46,Electronics,3,300,900,2023,December
541,CUST541,Male,56,Beauty,1,500,500,2023,July
542,CUST542,Female,20,Beauty,1,50,50,2023,June
543,CUST543,Male,49,Beauty,2,300,600,2023,July
544,CUST544,Female,27,Electronics,1,25,25,2023,December
545,CUST545,Male,27,Clothing,2,25,50,2023,June
546,CUST546,Female,36,Electronics,4,50,200,2023,October
547,CUST547,Male,63,Clothing,4,500,2000,2023,March
548,CUST548,Female,51,Clothing,2,30,60,2023,April
549,CUST549,Female,50,Beauty,2,50,100,2023,August
550,CUST550,Male,40,Clothing,3,300,900,2023,December
551,CUST551,Male,45,Electronics,3,300,900,2023,July
552,CUST552,Female,49,Electronics,3,25,75,2023,December
553,CUST553,Male,24,Clothing,4,300,1200,2023,March
554,CUST554,Female,46,Beauty,3,50,150,2023,November
555,CUST555,Male,25,Beauty,1,300,300,2023,October
556,CUST556,Female,18,Electronics,1,50,50,2023,June
557,CUST557,Female,20,Beauty,3,30,90,2023,July
558,CUST558,Female,41,Clothing,1,25,25,2023,October
559,CUST559,Female,40,Clothing,4,300,1200,2023,January
560,CUST560,Female,25,Electronics,1,50,50,2023,June
561,CUST561,Female,64,Clothing,4,500,2000,2023,May
562,CUST562,Male,54,Electronics,2,25,50,2023,April
563,CUST563,Male,20,Clothing,2,30,60,2023,August
564,CUST564,Male,50,Electronics,2,50,100,2023,October
565,CUST565,Female,45,Beauty,2,30,60,2023,November
566,CUST566,Female,64,Clothing,1,30,30,2023,December
567,CUST567,Female,25,Clothing,3,300,900,2023,June
568,CUST568,Female,51,Electronics,1,300,300,2023,August
569,CUST569,Male,52,Electronics,4,50,200,2023,August
570,CUST570,Male,49,Clothing,1,500,500,2023,August
571,CUST571,Female,41,Electronics,1,50,50,2023,December
572,CUST572,Male,31,Clothing,4,500,2000,2023,April
573,CUST573,Male,49,Beauty,2,30,60,2023,September
574,CUST574,Female,63,Electronics,2,25,50,2023,August
575,CUST575,Male,60,Clothing,2,50,100,2023,March
576,CUST576,Female,33,Beauty,3,50,150,2023,December
577,CUST577,Male,21,Beauty,4,500,2000,2023,February
578,CUST578,Female,54,Clothing,4,30,120,2023,May
579,CUST579,Female,38,Electronics,1,30,30,2023,September
580,CUST580,Female,31,Clothing,3,500,1500,2023,December
581,CUST581,Female,48,Beauty,2,30,60,2023,November
582,CUST582,Male,35,Clothing,3,300,900,2023,November
583,CUST583,Female,24,Electronics,4,25,100,2023,June
584,CUST584,Female,27,Beauty,4,50,200,2023,February
585,CUST585,Female,24,Clothing,1,25,25,2023,May
586,CUST586,Male,50,Electronics,1,50,50,2023,December
587,CUST587,Female,40,Beauty,4,300,1200,2023,June
588,CUST588,Male,38,Electronics,2,30,60,2023,April
589,CUST589,Female,36,Beauty,2,500,1000,2023,April
590,CUST590,Male,36,Clothing,3,300,900,2023,March
591,CUST591,Male,53,Electronics,4,25,100,2023,January
592,CUST592,Female,46,Beauty,4,500,2000,2023,January
593,CUST593,Male,35,Electronics,2,30,60,2023,May
594,CUST594,Female,19,Electronics,2,300,600,2023,September
595,CUST595,Female,18,Clothing,4,500,2000,2023,November
596,CUST596,Female,64,Electronics,1,300,300,2023,February
597,CUST597,Male,22,Beauty,4,300,1200,2023,August
598,CUST598,Male,37,Beauty,4,30,120,2023,August
599,CUST599,Female,28,Beauty,2,50,100,2023,November
600,CUST600,Female,59,Beauty,2,500,1000,2023,October
601,CUST601,Male,19,Clothing,1,30,30,2023,April
602,CUST602,Female,20,Electronics,1,300,300,2023,December
603,CUST603,Female,40,Clothing,3,30,90,2023,July
604,CUST604,Female,29,Electronics,4,50,200,2023,September
605,CUST605,Male,37,Electronics,2,500,1000,2023,July
606,CUST606,Male,22,Electronics,1,50,50,2023,May
607,CUST607,Male,54,Clothing,3,25,75,2023,March
608,CUST608,Female,55,Electronics,3,500,1500,2023,December
609,CUST609,Female,47,Clothing,2,50,100,2023,December
610,CUST610,Female,26,Beauty,2,300,600,2023,January
611,CUST611,Male,51,Beauty,3,500,1500,2023,February
612,CUST612,Female,61,Electronics,1,500,500,2023,August
613,CUST613,Female,52,Clothing,3,30,90,2023,April
614,CUST614,Female,39,Beauty,4,300,1200,2023,April
615,CUST615,Female,61,Clothing,4,25,100,2023,December
616,CUST616,Male,41,Clothing,2,50,100,2023,September
617,CUST617,Male,34,Electronics,1,30,30,2023,August
618,CUST618,Female,27,Beauty,1,50,50,2023,January
619,CUST619,Male,47,Electronics,4,25,100,2023,October
620,CUST620,Male,63,Electronics,3,25,75,2023,May
621,CUST621,Female,40,Beauty,2,500,1000,2023,March
622,CUST622,Female,49,Beauty,3,25,75,2023,August
623,CUST623,Male,34,Clothing,3,50,150,2023,March
624,CUST624,Female,34,Beauty,3,300,900,2023,August
625,CUST625,Male,31,Clothing,1,300,300,2023,December
626,CUST626,Female,26,Clothing,4,500,2000,2023,September
627,CUST627,Male,57,Clothing,1,50,50,2023,October
628,CUST628,Female,19,Beauty,4,50,200,2023,November
629,CUST629,Male,62,Electronics,2,25,50,2023,June
630,CUST630,Male,42,Clothing,2,50,100,2023,August
631,CUST631,Male,56,Electronics,3,30,90,2023,November
632,CUST632,Female,26,Electronics,4,25,100,2023,September
633,CUST633,Male,39,Beauty,4,30,120,2023,August
634,CUST634,Male,60,Electronics,4,500,2000,2023,October
635,CUST635,Female,63,Electronics,3,300,900,2023,August
636,CUST636,Female,21,Beauty,3,500,1500,2023,March
637,CUST637,Male,43,Clothing,2,300,600,2023,September
638,CUST638,Male,46,Electronics,1,500,500,2023,August
639,CUST639,Female,62,Beauty,4,50,200,2023,May
640,CUST640,Female,51,Electronics,4,30,120,2023,May
641,CUST641,Female,40,Electronics,1,300,300,2023,November
642,CUST642,Female,54,Clothing,4,25,100,2023,May
643,CUST643,Female,28,Electronics,3,30,90,2023,September
644,CUST644,Male,23,Beauty,3,25,75,2023,September
645,CUST645,Female,35,Electronics,4,30,120,2023,November
646,CUST646,Male,38,Clothing,3,30,90,2023,May
647,CUST647,Male,59,Clothing,3,500,1500,2023,May
648,CUST648,Male,53,Beauty,4,300,1200,2023,August
649,CUST649,Female,58,Clothing,2,300,600,2023,February
650,CUST650,Male,55,Electronics,1,30,30,2024,January
651,CUST651,Male,51,Clothing,3,50,150,2023,May
652,CUST652,Female,34,Beauty,2,50,100,2023,May
653,CUST653,Male,54,Clothing,3,25,75,2023,May
654,CUST654,Male,42,Clothing,3,25,75,2023,June
655,CUST655,Female,55,Clothing,1,500,500,2023,June
656,CUST656,Male,29,Beauty,3,30,90,2023,October
657,CUST657,Male,40,Clothing,1,25,25,2023,February
658,CUST658,Male,59,Clothing,1,25,25,2023,March
659,CUST659,Female,39,Electronics,1,30,30,2023,March
660,CUST660,Female,38,Beauty,2,500,1000,2023,April
661,CUST661,Female,44,Clothing,4,25,100,2023,July
662,CUST662,Male,48,Beauty,2,500,1000,2023,December
663,CUST663,Male,23,Clothing,4,300,1200,2023,March
664,CUST664,Female,44,Clothing,4,500,2000,2023,December
665,CUST665,Male,57,Clothing,1,50,50,2023,April
666,CUST666,Male,51,Electronics,3,50,150,2023,February
667,CUST667,Female,29,Electronics,1,500,500,2023,August
668,CUST668,Female,62,Electronics,3,50,150,2023,July
669,CUST669,Male,24,Beauty,4,300,1200,2023,June
670,CUST670,Male,27,Beauty,1,30,30,2023,October
671,CUST671,Male,62,Electronics,3,50,150,2023,August
672,CUST672,Female,34,Beauty,2,50,100,2023,August
673,CUST673,Female,43,Clothing,3,500,1500,2023,February
674,CUST674,Female,38,Clothing,1,300,300,2023,April
675,CUST675,Female,45,Clothing,2,30,60,2023,August
676,CUST676,Male,63,Electronics,3,500,1500,2023,July
677,CUST677,Female,19,Beauty,3,500,1500,2023,October
678,CUST678,Female,60,Electronics,3,300,900,2023,December
679,CUST679,Female,18,Beauty,3,30,90,2023,January
680,CUST680,Female,53,Clothing,3,300,900,2023,October
681,CUST681,Female,43,Electronics,2,30,60,2023,July
682,CUST682,Male,46,Beauty,4,300,1200,2023,September
683,CUST683,Male,38,Beauty,2,500,1000,2023,January
684,CUST684,Female,28,Clothing,2,500,1000,2023,June
685,CUST685,Male,57,Electronics,2,25,50,2023,June
686,CUST686,Female,28,Electronics,4,50,200,2023,July
687,CUST687,Female,53,Electronics,1,300,300,2023,August
688,CUST688,Male,56,Clothing,4,25,100,2023,October
689,CUST689,Male,57,Electronics,2,50,100,2023,October
690,CUST690,Female,52,Clothing,3,300,900,2023,November
691,CUST691,Female,51,Clothing,3,30,90,2023,April
692,CUST692,Female,64,Clothing,2,50,100,2023,September
693,CUST693,Male,41,Beauty,3,500,1500,2023,April
694,CUST694,Female,39,Electronics,2,25,50,2023,May
695,CUST695,Female,22,Electronics,3,50,150,2023,August
696,CUST696,Female,50,Clothing,4,50,200,2023,September
697,CUST697,Male,53,Clothing,1,500,500,2023,January
698,CUST698,Female,64,Electronics,1,300,300,2023,July
699,CUST699,Female,37,Clothing,4,30,120,2023,June
700,CUST700,Male,36,Electronics,4,500,2000,2023,December
701,CUST701,Female,52,Beauty,2,30,60,2023,December
702,CUST702,Female,60,Clothing,2,300,600,2023,July
703,CUST703,Male,34,Electronics,2,50,100,2023,March
704,CUST704,Female,62,Clothing,3,30,90,2023,August
705,CUST705,Male,60,Electronics,2,25,50,2023,March
706,CUST706,Male,51,Electronics,4,25,100,2023,November
707,CUST707,Female,26,Clothing,1,500,500,2023,October
708,CUST708,Female,43,Beauty,3,300,900,2023,January
709,CUST709,Female,19,Electronics,2,500,1000,2023,July
710,CUST710,Female,26,Electronics,3,500,1500,2023,October
711,CUST711,Male,26,Electronics,3,500,1500,2023,October
712,CUST712,Female,57,Beauty,2,25,50,2023,December
713,CUST713,Male,34,Beauty,3,25,75,2023,January
714,CUST714,Female,18,Clothing,1,500,500,2023,February
715,CUST715,Female,42,Beauty,4,25,100,2023,November
716,CUST716,Female,60,Clothing,4,300,1200,2023,August
717,CUST717,Male,57,Clothing,1,500,500,2023,March
718,CUST718,Female,59,Beauty,3,25,75,2023,August
719,CUST719,Female,42,Clothing,2,30,60,2023,April
720,CUST720,Female,56,Beauty,3,500,1500,2023,January
721,CUST721,Female,52,Clothing,1,500,500,2023,May
722,CUST722,Male,20,Beauty,3,300,900,2023,July
723,CUST723,Female,54,Beauty,4,50,200,2023,June
724,CUST724,Male,61,Clothing,3,50,150,2023,April
725,CUST725,Male,61,Electronics,1,300,300,2023,August
726,CUST726,Male,47,Clothing,4,300,1200,2023,June
727,CUST727,Male,55,Beauty,3,300,900,2023,June
728,CUST728,Male,51,Electronics,3,50,150,2023,July
729,CUST729,Male,29,Clothing,4,300,1200,2023,May
730,CUST730,Female,36,Clothing,2,25,50,2023,August
731,CUST731,Male,54,Clothing,4,500,2000,2023,May
732,CUST732,Male,61,Electronics,2,500,1000,2023,February
733,CUST733,Male,34,Beauty,1,30,30,2023,August
734,CUST734,Female,27,Clothing,1,30,30,2023,January
735,CUST735,Female,64,Clothing,4,500,2000,2023,October
736,CUST736,Male,29,Clothing,4,25,100,2023,January
737,CUST737,Female,33,Clothing,1,50,50,2023,June
738,CUST738,Male,41,Clothing,2,50,100,2023,April
739,CUST739,Male,36,Beauty,1,25,25,2023,November
740,CUST740,Female,25,Beauty,4,50,200,2023,February
741,CUST741,Male,48,Clothing,1,300,300,2023,November
742,CUST742,Female,38,Electronics,4,500,2000,2023,January
743,CUST743,Female,34,Beauty,4,500,2000,2023,January
744,CUST744,Male,40,Electronics,1,25,25,2023,May
745,CUST745,Male,54,Beauty,2,50,100,2023,April
746,CUST746,Female,33,Clothing,3,30,90,2023,January
747,CUST747,Male,23,Beauty,1,30,30,2023,November
748,CUST748,Male,25,Clothing,3,50,150,2023,March
749,CUST749,Male,42,Beauty,1,30,30,2023,May
750,CUST750,Female,35,Clothing,3,25,75,2023,March
751,CUST751,Female,42,Clothing,2,25,50,2023,August
752,CUST752,Male,29,Clothing,2,50,100,2023,December
753,CUST753,Female,32,Clothing,1,30,30,2023,February
754,CUST754,Female,43,Electronics,4,25,100,2023,October
755,CUST755,Female,58,Clothing,3,25,75,2023,April
756,CUST756,Female,62,Electronics,4,300,1200,2023,August
757,CUST757,Female,43,Electronics,4,300,1200,2023,December
758,CUST758,Male,64,Clothing,4,25,100,2023,May
759,CUST759,Male,49,Electronics,2,50,100,2023,July
760,CUST760,Male,27,Beauty,1,500,500,2023,March
761,CUST761,Female,33,Clothing,1,500,500,2023,November
762,CUST762,Female,24,Electronics,2,25,50,2023,November
763,CUST763,Male,34,Clothing,2,25,50,2023,February
764,CUST764,Female,40,Clothing,1,25,25,2023,March
765,CUST765,Male,43,Clothing,4,50,200,2023,June
766,CUST766,Male,38,Electronics,3,300,900,2023,February
767,CUST767,Male,39,Beauty,3,25,75,2023,October
768,CUST768,Female,24,Beauty,3,25,75,2023,January
769,CUST769,Female,31,Electronics,4,30,120,2023,June
770,CUST770,Male,32,Clothing,1,50,50,2023,October
771,CUST771,Male,24,Electronics,2,25,50,2023,December
772,CUST772,Male,26,Electronics,1,30,30,2023,July
773,CUST773,Male,25,Electronics,4,500,2000,2023,July
774,CUST774,Female,40,Clothing,2,25,50,2023,April
775,CUST775,Female,46,Electronics,4,25,100,2023,February
776,CUST776,Male,35,Clothing,3,30,90,2023,October
777,CUST777,Male,48,Electronics,3,50,150,2023,December
778,CUST778,Female,47,Beauty,4,25,100,2023,November
779,CUST779,Female,56,Electronics,2,500,1000,2023,May
780,CUST780,Male,52,Electronics,2,25,50,2023,February
781,CUST781,Male,35,Beauty,1,500,500,2023,December
782,CUST782,Male,59,Clothing,3,300,900,2023,June
783,CUST783,Female,56,Clothing,1,300,300,2023,December
784,CUST784,Female,34,Electronics,1,500,500,2023,November
785,CUST785,Female,31,Beauty,4,50,200,2023,March
786,CUST786,Male,48,Clothing,4,25,100,2023,October
787,CUST787,Male,41,Electronics,1,25,25,2023,January
788,CUST788,Female,52,Beauty,3,300,900,2023,June
789,CUST789,Female,61,Clothing,4,500,2000,2023,September
790,CUST790,Male,62,Clothing,1,25,25,2023,August
791,CUST791,Female,51,Beauty,1,25,25,2023,December
792,CUST792,Female,20,Beauty,1,50,50,2023,July
793,CUST793,Male,54,Beauty,1,30,30,2023,February
794,CUST794,Female,60,Beauty,1,300,300,2023,September
795,CUST795,Male,57,Electronics,1,300,300,2023,November
796,CUST796,Male,43,Beauty,4,30,120,2023,June
797,CUST797,Male,40,Clothing,3,25,75,2023,January
798,CUST798,Male,61,Clothing,1,50,50,2023,August
799,CUST799,Male,56,Electronics,2,50,100,2023,September
800,CUST800,Male,32,Clothing,4,300,1200,2023,February
801,CUST801,Male,21,Clothing,4,50,200,2023,August
802,CUST802,Female,46,Beauty,1,30,30,2023,July
803,CUST803,Male,39,Clothing,4,25,100,2023,November
804,CUST804,Male,42,Electronics,1,30,30,2023,August
805,CUST805,Female,30,Beauty,3,500,1500,2023,December
806,CUST806,Female,35,Beauty,3,300,900,2023,March
807,CUST807,Female,50,Electronics,4,50,200,2023,August
808,CUST808,Male,33,Beauty,4,500,2000,2023,April
809,CUST809,Female,62,Beauty,2,50,100,2023,September
810,CUST810,Male,59,Electronics,4,25,100,2023,November
811,CUST811,Male,61,Beauty,2,25,50,2023,May
812,CUST812,Male,19,Electronics,3,25,75,2023,November
813,CUST813,Male,52,Electronics,3,50,150,2023,October
814,CUST814,Female,59,Clothing,1,500,500,2023,September
815,CUST815,Female,51,Clothing,3,25,75,2023,August
816,CUST816,Male,47,Beauty,2,500,1000,2023,August
817,CUST817,Male,30,Beauty,4,50,200,2023,October
818,CUST818,Male,30,Electronics,1,500,500,2023,May
819,CUST819,Female,35,Beauty,2,50,100,2023,June
820,CUST820,Male,49,Electronics,4,50,200,2023,May
821,CUST821,Male,49,Electronics,1,300,300,2023,February
822,CUST822,Female,52,Beauty,3,50,150,2023,May
823,CUST823,Female,56,Electronics,2,50,100,2023,August
824,CUST824,Male,63,Clothing,4,30,120,2023,May
825,CUST825,Female,46,Beauty,1,25,25,2023,August
826,CUST826,Female,46,Clothing,1,300,300,2023,October
827,CUST827,Male,61,Beauty,3,300,900,2023,November
828,CUST828,Female,33,Electronics,4,300,1200,2023,December
829,CUST829,Male,61,Beauty,3,30,90,2023,July
830,CUST830,Female,64,Clothing,3,50,150,2023,June
831,CUST831,Male,27,Electronics,4,25,100,2023,January
832,CUST832,Male,47,Beauty,4,500,2000,2023,September
833,CUST833,Male,42,Beauty,4,50,200,2023,June
834,CUST834,Female,56,Beauty,2,30,60,2023,April
835,CUST835,Male,37,Clothing,4,50,200,2023,September
836,CUST836,Female,22,Clothing,1,50,50,2023,April
837,CUST837,Male,18,Beauty,3,30,90,2023,July
838,CUST838,Male,47,Electronics,2,300,600,2023,May
839,CUST839,Female,20,Electronics,4,300,1200,2023,June
840,CUST840,Male,62,Clothing,2,25,50,2023,May
841,CUST841,Male,31,Electronics,4,25,100,2023,November
842,CUST842,Female,47,Clothing,2,300,600,2023,December
843,CUST843,Male,21,Beauty,3,500,1500,2023,May
844,CUST844,Male,35,Clothing,3,50,150,2023,October
845,CUST845,Male,54,Clothing,1,500,500,2023,January
846,CUST846,Male,42,Beauty,1,50,50,2023,September
847,CUST847,Female,18,Electronics,4,300,1200,2023,April
848,CUST848,Female,63,Clothing,3,25,75,2023,February
849,CUST849,Male,32,Clothing,2,25,50,2023,May
850,CUST850,Female,26,Beauty,2,500,1000,2023,July
851,CUST851,Male,32,Electronics,2,25,50,2023,September
852,CUST852,Female,41,Clothing,1,300,300,2023,October
853,CUST853,Male,21,Beauty,2,500,1000,2023,May
854,CUST854,Male,29,Clothing,1,50,50,2023,December
855,CUST855,Male,54,Beauty,1,25,25,2023,September
856,CUST856,Male,54,Electronics,4,30,120,2023,November
857,CUST857,Male,60,Electronics,2,25,50,2023,December
858,CUST858,Male,23,Electronics,2,50,100,2023,September
859,CUST859,Female,56,Electronics,3,500,1500,2023,August
860,CUST860,Male,63,Clothing,4,50,200,2023,January
861,CUST861,Female,41,Clothing,3,30,90,2023,February
862,CUST862,Male,28,Electronics,4,300,1200,2023,May
863,CUST863,Female,30,Electronics,2,25,50,2023,April
864,CUST864,Female,51,Electronics,1,500,500,2023,July
865,CUST865,Female,42,Clothing,1,300,300,2023,December
866,CUST866,Male,24,Electronics,1,50,50,2023,May
867,CUST867,Male,21,Electronics,1,500,500,2023,June
868,CUST868,Female,25,Electronics,1,300,300,2023,December
869,CUST869,Male,37,Beauty,3,500,1500,2023,October
870,CUST870,Female,46,Electronics,4,30,120,2023,July
871,CUST871,Male,62,Beauty,2,30,60,2023,August
872,CUST872,Female,63,Beauty,3,25,75,2023,October
873,CUST873,Female,27,Electronics,4,25,100,2023,September
874,CUST874,Male,60,Beauty,1,30,30,2023,June
875,CUST875,Female,51,Electronics,4,500,2000,2023,August
876,CUST876,Male,43,Clothing,4,30,120,2023,October
877,CUST877,Female,58,Clothing,1,25,25,2023,June
878,CUST878,Female,20,Clothing,1,30,30,2023,June
879,CUST879,Male,23,Clothing,1,30,30,2023,December
880,CUST880,Male,22,Beauty,2,500,1000,2023,August
881,CUST881,Male,22,Electronics,1,300,300,2023,May
882,CUST882,Female,64,Electronics,2,25,50,2023,June
883,CUST883,Male,40,Electronics,1,500,500,2023,May
884,CUST884,Female,26,Clothing,2,30,60,2023,April
885,CUST885,Female,52,Clothing,4,30,120,2023,March
886,CUST886,Male,37,Electronics,3,300,900,2023,April
887,CUST887,Male,59,Clothing,4,25,100,2023,June
888,CUST888,Female,52,Electronics,4,25,100,2023,March
889,CUST889,Female,35,Electronics,1,50,50,2023,October
890,CUST890,Male,34,Electronics,2,25,50,2023,December
891,CUST891,Male,41,Electronics,3,300,900,2023,April
892,CUST892,Male,20,Electronics,1,50,50,2023,April
893,CUST893,Male,49,Electronics,1,50,50,2023,April
894,CUST894,Male,52,Electronics,1,30,30,2023,September
895,CUST895,Female,55,Clothing,4,30,120,2023,May
896,CUST896,Female,30,Electronics,2,25,50,2023,October
897,CUST897,Female,64,Electronics,2,50,100,2023,September
898,CUST898,Female,42,Clothing,3,30,90,2023,November
899,CUST899,Male,26,Clothing,2,300,600,2023,May
900,CUST900,Male,21,Clothing,2,30,60,2023,February
901,CUST901,Male,31,Electronics,1,30,30,2023,April
902,CUST902,Female,54,Beauty,1,50,50,2023,June
903,CUST903,Female,51,Beauty,4,50,200,2023,April
904,CUST904,Male,28,Clothing,1,500,500,2023,July
905,CUST905,Male,58,Beauty,1,300,300,2023,April
906,CUST906,Female,20,Clothing,1,50,50,2023,June
907,CUST907,Female,45,Electronics,1,25,25,2023,January
908,CUST908,Male,46,Beauty,4,300,1200,2023,December
909,CUST909,Male,26,Electronics,1,300,300,2023,October
910,CUST910,Female,20,Beauty,3,50,150,2023,March
911,CUST911,Male,42,Electronics,3,300,900,2023,May
912,CUST912,Male,51,Beauty,3,50,150,2023,January
913,CUST913,Male,29,Electronics,3,30,90,2023,January
914,CUST914,Female,59,Electronics,1,500,500,2023,October
915,CUST915,Female,26,Beauty,3,30,90,2023,May
916,CUST916,Female,32,Electronics,1,50,50,2023,December
917,CUST917,Female,57,Electronics,4,50,200,2023,March
918,CUST918,Female,42,Electronics,3,30,90,2023,November
919,CUST919,Female,22,Beauty,2,25,50,2023,September
920,CUST920,Female,28,Beauty,3,25,75,2023,February
921,CUST921,Male,51,Electronics,3,25,75,2023,January
922,CUST922,Male,41,Electronics,1,50,50,2023,October
923,CUST923,Male,32,Beauty,3,300,900,2023,May
924,CUST924,Male,55,Beauty,2,50,100,2023,August
925,CUST925,Male,25,Electronics,1,300,300,2023,September
926,CUST926,Male,22,Electronics,1,30,30,2023,August
927,CUST927,Male,43,Electronics,4,500,2000,2023,June
928,CUST928,Female,35,Clothing,4,300,1200,2023,April
929,CUST929,Female,23,Beauty,3,25,75,2023,January
930,CUST930,Male,54,Clothing,4,50,200,2023,May
931,CUST931,Male,30,Beauty,4,30,120,2023,September
932,CUST932,Female,45,Beauty,4,25,100,2023,February
933,CUST933,Male,22,Beauty,1,30,30,2023,February
934,CUST934,Male,30,Beauty,1,500,500,2023,July
935,CUST935,Female,34,Beauty,1,50,50,2023,September
936,CUST936,Male,57,Beauty,4,50,200,2023,February
937,CUST937,Female,62,Beauty,1,500,500,2023,October
938,CUST938,Male,49,Clothing,4,50,200,2023,November
939,CUST939,Female,46,Electronics,1,300,300,2023,December
940,CUST940,Female,20,Electronics,1,30,30,2023,January
941,CUST941,Female,57,Clothing,2,25,50,2023,March
942,CUST942,Male,51,Clothing,3,500,1500,2023,March
943,CUST943,Female,57,Clothing,4,300,1200,2023,October
944,CUST944,Male,44,Clothing,2,25,50,2023,June
945,CUST945,Male,30,Beauty,1,25,25,2023,February
946,CUST946,Male,62,Electronics,4,500,2000,2023,May
947,CUST947,Male,50,Beauty,1,300,300,2023,March
948,CUST948,Female,23,Electronics,3,25,75,2023,October
949,CUST949,Female,41,Electronics,2,25,50,2023,August
950,CUST950,Male,36,Clothing,3,300,900,2023,November
951,CUST951,Male,33,Beauty,2,50,100,2023,November
952,CUST952,Female,57,Clothing,1,25,25,2023,November
953,CUST953,Male,45,Beauty,3,30,90,2023,April
954,CUST954,Female,50,Electronics,3,300,900,2023,September
955,CUST955,Male,58,Clothing,1,25,25,2023,July
956,CUST956,Male,30,Clothing,3,500,1500,2023,August
957,CUST957,Female,60,Electronics,4,30,120,2023,August
958,CUST958,Male,62,Electronics,2,25,50,2023,June
959,CUST959,Female,42,Electronics,2,30,60,2023,October
960,CUST960,Male,59,Clothing,2,30,60,2023,August
961,CUST961,Male,53,Beauty,4,50,200,2023,June
962,CUST962,Male,44,Clothing,2,30,60,2023,October
963,CUST963,Female,55,Beauty,1,50,50,2023,November
964,CUST964,Male,24,Clothing,3,300,900,2023,January
965,CUST965,Male,22,Clothing,4,50,200,2023,November
966,CUST966,Male,60,Electronics,2,500,1000,2023,February
967,CUST967,Male,62,Beauty,1,25,25,2023,April
968,CUST968,Female,48,Clothing,3,300,900,2023,November
969,CUST969,Female,40,Clothing,3,300,900,2023,April
970,CUST970,Male,59,Electronics,4,500,2000,2023,May
971,CUST971,Female,27,Electronics,4,50,200,2023,December
972,CUST972,Male,49,Beauty,4,25,100,2023,February
973,CUST973,Male,60,Clothing,1,50,50,2023,March
974,CUST974,Male,47,Beauty,1,30,30,2023,May
975,CUST975,Female,56,Clothing,4,50,200,2023,March
976,CUST976,Female,48,Beauty,2,300,600,2023,October
977,CUST977,Female,35,Electronics,3,25,75,2023,February
978,CUST978,Female,53,Clothing,3,50,150,2023,March
979,CUST979,Female,19,Beauty,1,25,25,2023,January
980,CUST980,Female,31,Electronics,3,25,75,2023,July
981,CUST981,Female,30,Electronics,2,30,60,2023,August
982,CUST982,Female,46,Beauty,3,30,90,2023,December
983,CUST983,Female,29,Clothing,1,300,300,2023,November
984,CUST984,Male,56,Clothing,1,500,500,2023,August
985,CUST985,Female,19,Electronics,2,25,50,2023,May
986,CUST986,Female,49,Clothing,2,500,1000,2023,January
987,CUST987,Female,30,Clothing,3,300,900,2023,April
